Individual	Song	song.has.call	Syllable	call	pc_1_value	pc_2_value	pc_3_value	pc_4_value	pc_5_value
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_1	yes	3	not call	-0,078198056	0,043116143	0,070026316	-0,012947102	-0,002909534
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_1	yes	4	not call	-0,069340235	-0,22470421	-0,012426232	0,009100504	0,019259908
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_1	yes	5	not call	-0,063034182	-0,21910221	0,024484492	0,004497116	0,03300833
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_1	yes	6	not call	0,004533529	0,154887956	-0,051581813	0,004933069	0,059526112
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_2	yes	1	call	-0,073150411	-0,020903885	0,022621012	0,026596501	0,00774205
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_2	yes	2	not call	-0,097187158	0,044553636	0,065784408	-0,070204085	-0,01052746
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_2	yes	3	not call	0,003616248	-0,236246784	-0,227536358	-0,039930956	0,002940194
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_2	yes	4	not call	0,066834976	0,12695974	-0,160806449	0,062816254	0,102140113
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_2	yes	5	not call	-0,035666194	0,005112743	-0,060157502	0,019884166	0,055097222
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_2	yes	6	not call	0,418028415	0,01049433	-0,029776267	-0,021179616	0,027741535
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_2	yes	7	not call	-0,067089233	-0,281080075	0,082359345	0,028330713	0,059365774
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_2	yes	8	not call	0,03725041	0,178273349	-0,050863569	0,039394555	0,034882613
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_5	yes	1	call	-0,044408665	-0,016663894	0,009906213	0,049840817	0,001389638
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_5	yes	2	not call	-0,012168617	0,128770866	-0,044492675	-0,013978778	0,080465225
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_5	yes	3	not call	-0,068183369	0,061786143	0,051722294	0,022046452	-0,018533143
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_5	yes	4	not call	-0,057216997	-0,208351098	0,048985625	0,015756375	0,063133616
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_5	yes	5	not call	0,070230153	0,168504618	-0,088554655	-0,045941715	0,093686775
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_5	yes	6	not call	-0,058281853	-0,040199213	0,059915733	0,046419309	-0,015216101
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_5	yes	7	not call	-0,09524776	0,025901636	0,033658253	-0,060164351	0,013273886
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_5	yes	8	not call	0,001711993	-0,24534595	-0,170006335	-0,009626368	0,069122134
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_5	yes	9	not call	0,129749647	0,116357536	-0,128387281	0,046092715	0,120859816
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_5	yes	10	not call	-0,044127184	-0,005343837	-0,068657262	0,007996791	0,058897962
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_5	yes	11	not call	0,338381074	0,076344365	0,108884877	-0,083830852	0,089851586
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_6	yes	1	call	-0,041128496	0,008861786	-0,019489874	0,044341898	0,020141388
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_6	yes	2	not call	-0,023592176	0,136583889	-0,011427432	-0,005015088	0,035034814
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_6	yes	3	not call	-0,095031361	0,02936494	0,073508948	-0,055692533	-0,021414286
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_6	yes	4	not call	-0,003487378	-0,230165482	-0,211317784	-0,055098882	0,003797885
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_6	yes	5	not call	0,072997408	0,133067346	-0,158256411	0,024332539	0,022947154
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_6	yes	6	not call	-0,05078225	-0,009234018	-0,066932579	0,008375203	0,03928819
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_6	yes	7	not call	0,465868166	-0,007117146	-0,005837312	-0,004619655	0,061937776
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_6	yes	8	not call	-0,151889419	-0,245198006	0,122902215	-0,158642356	0,087935488
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_6	yes	9	not call	-0,016491897	0,17328378	-0,041711164	0,030876713	0,025554843
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_6	yes	10	not call	-0,035765084	-0,01802725	-0,068273137	0,002256053	0,030515495
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_7	yes	1	call	-0,055902619	-0,036848455	0,008422749	0,031927005	-0,04152686
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_7	yes	2	not call	-0,092287027	0,029072972	0,065250754	-0,038780534	0,00433222
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_7	yes	3	not call	0,002927778	-0,218376753	-0,208409561	0,000771114	0,055772127
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_7	yes	4	not call	0,062250164	0,122655713	-0,153262668	0,048532324	0,073499136
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_7	yes	5	not call	-0,059889619	-0,005847231	-0,054336216	0,002622494	0,03424839
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_7	yes	6	not call	0,434112614	0,003759602	0,01406934	-0,024639344	0,072329176
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_7	yes	7	not call	-0,049536452	-0,275768203	-0,028648268	-0,020728734	0,023538993
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_7	yes	8	not call	0,000662839	0,171120725	-0,115280931	-0,031513129	-0,033266326
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_7	yes	9	not call	-0,044202349	-0,019591063	-0,054530732	0,026812659	0,042144932
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_8	yes	1	call	-0,063697627	-0,020433749	0,026837097	0,041702763	-0,001511184
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_8	yes	2	not call	-0,094966736	0,029307035	0,068594212	-0,058121303	-0,020755709
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_8	yes	3	not call	-0,010623467	-0,225591798	-0,149996322	-0,024475936	0,085711752
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_8	yes	4	not call	0,036158669	0,053893203	-0,1112074	0,035853953	0,060521166
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_9	yes	1	call	-0,053084384	-0,01667097	0,042006127	0,051094457	-0,083400365
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_9	yes	2	not call	-0,037051232	0,127820448	-0,002780574	-0,050123657	-0,001830021
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_9	yes	3	not call	-0,078729503	0,043131934	0,069877459	-0,013899063	-0,002898389
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_9	yes	4	not call	-0,072687454	-0,225065575	-0,011195666	0,007945197	0,018951785
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_9	yes	5	not call	-0,061480177	-0,215743294	0,030050292	0,00770931	0,046019947
Collared 10 (2013 Collared 2)	Collared 10 (2013 Collared 2)_DONE_9	yes	6	not call	-0,011685798	0,151285086	-0,072826412	0,000945538	0,038569014
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_1	yes	1	call	-0,033941766	0,019832432	-0,064115665	0,029881929	0,068799562
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_1	yes	2	not call	0,503024893	0,025771394	0,124171122	-0,072502032	0,079767433
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_1	yes	3	not call	-0,006758228	0,131382533	0,00909455	0,087675937	-0,006287092
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_1	yes	4	not call	-0,080076272	-0,012543644	-0,04670053	-0,034425023	-0,043886109
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_1	yes	5	not call	0,480051921	0,009928757	0,127076695	-0,093870155	0,114191104
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_1	yes	6	not call	-0,012405807	0,133849576	-0,002729098	0,063265188	-0,008346318
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_1	yes	7	not call	-0,039170318	0,037650185	-0,038408508	0,016316664	0,012367659
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_1	yes	8	not call	-0,052147517	-0,232676907	0,064667626	0,035487095	0,045497884
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_1	yes	9	not call	-0,014573486	0,169546115	-0,06846303	-0,04205431	0,065826508
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_1	yes	10	not call	-0,039440197	-0,043724954	0,000813985	0,056524701	0,02422153
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_1	yes	11	not call	-0,050291867	0,076839499	0,044140639	-0,037448412	0,019110167
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_2	yes	1	call	-0,070136761	-0,020152099	0,008257217	0,038968958	0,014529813
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_2	yes	2	not call	-0,019663338	0,074864542	0,025317733	0,010192814	-0,055309182
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_2	yes	3	not call	-0,047477121	0,037914391	0,036799484	0,016553959	-0,0581498
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_2	yes	4	not call	-0,161449949	-0,13081555	0,030306643	-0,316965807	0,019038474
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_2	yes	5	not call	-0,014029179	0,071013138	0,037515117	0,002528734	-0,090860958
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_2	yes	6	not call	0,414023368	0,085441834	0,169295638	-0,115166176	0,138700443
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_2	yes	7	not call	-0,040872047	-0,048069118	0,028879609	0,059551936	-0,021478796
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_2	yes	8	not call	-0,030611564	0,079410834	0,066083701	-0,020252893	-0,016971219
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_3	yes	1	call	-0,073265782	-0,025639715	0,024524125	0,027425538	-0,001467108
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_3	yes	2	not call	-0,036326882	0,072366795	0,026797396	0,0066957	-0,081852997
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_3	yes	3	not call	-0,063452111	0,037111355	0,040804078	-0,014834124	-0,035591744
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_3	yes	4	not call	-0,166006262	-0,152827717	0,029212283	-0,293507361	0,067340238
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_3	yes	5	not call	-0,040480778	0,069630174	0,060548617	0,017952279	-0,089817525
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_3	yes	6	not call	0,339225168	0,041172133	0,102603751	-0,156604064	0,139573611
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_3	yes	7	not call	-0,007319309	0,140773358	-0,029954301	-0,081240597	0,013508827
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_3	yes	8	not call	-0,051851984	-0,021889347	-0,007938888	0,038725809	-0,016159953
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_3	yes	9	not call	-0,037530334	0,130703374	-0,005312953	-0,035073637	0,015491369
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_3	yes	10	not call	-0,017974205	0,040685872	-0,036140743	0,065787942	0,073041477
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_3	yes	11	not call	-0,039349356	-0,274243977	0,05858892	0,059677486	0,025862188
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_4	yes	1	call	-0,04394598	-0,048431972	-0,002854816	0,019265658	-0,074532737
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_4	yes	2	not call	-0,043759165	0,106437313	0,002306844	-0,057623503	0,006499453
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_4	yes	3	not call	-0,050025272	-0,027935332	-0,028680336	0,008088064	-0,057503088
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_4	yes	4	not call	0,005816084	0,125704834	-0,063790034	0,014526064	0,074005474
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_4	yes	5	not call	-0,063447997	-0,223510419	-0,006407273	-0,014475044	0,052649097
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_4	yes	6	not call	0,062455946	0,116147547	-0,11247108	0,010566278	0,100516823
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_4	yes	7	not call	-0,054108281	0,021335178	0,012038015	0,053151304	0,00762108
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_4	yes	8	not call	0,042831327	0,105510761	-0,097208022	0,009935607	0,111312575
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_4	yes	9	not call	-0,102516249	-0,230111707	0,034919498	-0,048628654	0,059364176
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_4	yes	10	not call	-0,040565294	-0,007300465	0,002212101	0,065150567	0,03291146
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_4	yes	11	not call	-0,020763307	0,132031173	-0,037502851	-0,026549417	-0,021234418
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_4	yes	12	not call	-0,018931493	0,05110299	-0,038185381	0,009818201	0,066889391
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_4	yes	13	not call	-0,031239764	-0,25565901	0,06180982	0,063664829	0,036581216
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_4	yes	14	not call	0,060516612	-0,118880915	-0,287828507	-0,123274171	-0,279600618
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_5	yes	1	call	-0,048745815	-0,020801497	0,003525198	0,04112459	-0,027181749
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_5	yes	2	not call	-0,05979412	0,142716441	0,06604593	-0,021599385	-0,024810368
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_5	yes	3	not call	-0,045727955	0,029134362	-0,002577674	0,030992125	-0,013181981
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_5	yes	4	not call	0,089971472	0,10687825	-0,107098382	0,016620513	0,117511888
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_5	yes	5	not call	-0,09403623	-0,224211372	0,020741776	-0,016536006	0,05069274
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_5	yes	6	not call	0,034706212	0,121053383	-0,12191133	-0,017324326	0,085870084
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_5	yes	7	not call	-0,04906134	0,015075338	-0,002381965	0,044430151	-0,017754704
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_5	yes	8	not call	0,075373846	0,131141158	-0,085121566	0,011125868	0,106158485
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_5	yes	9	not call	-0,071941365	-0,235307175	-0,003326123	-0,006735629	0,041120115
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_5	yes	10	not call	-0,045756035	-0,058684989	0,019447963	0,05638955	-0,029994732
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_5	yes	11	not call	-0,052407162	0,102228349	0,052440644	-0,030155183	-0,023406897
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_5	yes	12	not call	-0,081655958	0,082681403	0,053287235	-0,063134007	0,000968642
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_5	yes	13	not call	-0,056043192	-0,276872424	0,025298804	0,030986296	0,022320629
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_5	yes	14	not call	0,017526742	0,141253556	-0,066907016	-0,039642895	0,040131137
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_6	yes	1	call	-0,066862942	-0,032445191	-0,003143325	-0,002363712	-0,016560824
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_6	yes	2	not call	-0,067399311	0,100351643	0,03031188	-0,073117475	-0,02120519
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_6	yes	3	not call	-0,063657208	-0,029020611	0,006797819	0,025178936	-0,014795426
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_6	yes	4	not call	0,629059874	0,03635305	0,113723736	-0,081006255	0,058652657
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_6	yes	5	not call	0,00149862	0,121731749	0,005144639	0,071316161	-0,023052545
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_6	yes	6	not call	-0,04820706	-0,030175094	-0,015744352	0,040474603	-0,018052706
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_6	yes	7	not call	0,539948761	0,026763191	0,11211526	-0,100358905	0,084874935
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_6	yes	8	not call	-0,039691067	-0,213465584	-0,004772882	0,038304854	0,057774449
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_6	yes	9	not call	-0,025388619	0,149504382	-0,009124823	0,006967456	0,026596112
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_6	yes	10	not call	0,018017304	-0,067588236	-0,136237532	-0,009672109	-0,113094729
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_6	yes	11	not call	-0,009793034	0,151949069	-0,084999141	0,01631818	0,059625232
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_6	yes	12	not call	0,004829705	-0,310497104	0,009551885	0,040470622	-0,039939709
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_7	yes	1	call	-0,053053525	-0,027098224	-0,017638848	0,026085744	-0,008171096
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_7	yes	2	not call	-0,01917805	0,084486573	0,011635834	0,0177146	-0,06928899
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_7	yes	3	not call	-0,063800373	0,045085004	0,047850096	-0,016075714	-0,032962602
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_7	yes	4	not call	-0,153817285	-0,146974243	-0,006063471	-0,312288437	0,055941073
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_7	yes	5	not call	-0,030927243	0,081297958	0,039950839	-0,005677686	-0,086879376
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_7	yes	6	not call	0,34818588	0,098013521	0,159989147	-0,223332304	0,153556308
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_7	yes	7	not call	-0,062899441	-0,023550777	-0,004981832	0,023233498	-0,002677626
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_7	yes	8	not call	-0,000677457	0,076733219	-0,145832488	0,029999795	0,073237134
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_7	yes	9	not call	0,072019467	-0,103690346	-0,179851414	-0,019747653	-0,337797357
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_7	yes	10	not call	-0,075418896	0,147359608	0,071570805	-0,003083367	-0,029372365
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_7	yes	11	not call	0,00852587	0,060123896	-0,158048324	0,0358318	0,064452414
Collared 9 (2013 Collared 1)	Collared 9 (2013 Collared 1)_DONE_7	yes	12	not call	-0,045800612	-0,070911068	-0,179282077	-0,101389557	0,060948614
