Individual	Song	song.has.call	Syllable	call	pc_1_value	pc_2_value	pc_3_value	pc_4_value	pc_5_value
2. Collared 17 2014	2014 Collared 17 S_4	no	2	not call	-0,057902331	0,054076645	0,040389277	0,04126231	0,000661946
2. Collared 17 2014	2014 Collared 17 S_4	no	3	not call	-0,028395598	0,050835947	0,076402228	-0,001299842	-0,028336165
2. Collared 17 2014	2014 Collared 17 S_4	no	4	not call	0,037832186	0,129776262	-0,041975772	0,051747545	0,027625462
2. Collared 17 2014	2014 Collared 17 S_4	no	5	not call	-0,033932476	0,056557496	0,075798036	0,003304796	-0,031918897
2. Collared 17 2014	2014 Collared 17 S_4	no	6	not call	0,018272371	0,140796195	-0,016837122	0,03517858	0,024268926
2. Collared 17 2014	2014 Collared 17 S_4	no	7	not call	0,020934978	0,128727576	-0,027597438	0,034289513	0,047069233
2. Collared 17 2014	2014 Collared 17 S_5	no	1	not call	-0,024917693	0,073510964	-0,004533028	0,014462189	0,011482548
2. Collared 17 2014	2014 Collared 17 S_5	no	2	not call	-0,054219728	0,05906117	0,030079515	0,041237683	-0,00605695
2. Collared 17 2014	2014 Collared 17 S_5	no	3	not call	0,016605786	-0,066426161	-0,084279948	0,135027975	-0,024190369
2. Collared 17 2014	2014 Collared 17 S_5	no	4	not call	-0,052753212	0,192295591	0,058968657	0,021738403	0,019492236
2. Collared 17 2014	2014 Collared 17 S_5	no	5	not call	-0,042050318	0,180244545	0,046474351	0,060673108	0,020535769
2. Collared 18 2014	2014 Collared 18 S_1	yes	1	call	-0,050811847	-0,064992546	-0,035778594	0,013316124	-0,044454387
2. Collared 18 2014	2014 Collared 18 S_1	yes	2	not call	-0,045327936	0,06065204	0,04349298	0,000158484	-0,028698268
2. Collared 18 2014	2014 Collared 18 S_1	yes	3	not call	-0,041056557	0,065327859	0,017654401	0,037911158	0,015839716
2. Collared 18 2014	2014 Collared 18 S_1	yes	4	not call	-0,049246334	0,068463424	0,09008941	0,026351638	-0,047783635
2. Collared 18 2014	2014 Collared 18 S_1	yes	5	not call	-0,047507767	0,053858125	0,071725674	0,005816532	-0,046911543
2. Collared 18 2014	2014 Collared 18 S_2	yes	1	not call	0,791431252	0,013755185	0,090972514	-0,001825024	-0,112967348
2. Collared 18 2014	2014 Collared 18 S_2	yes	2	call	-0,050404936	-0,041262638	-0,006385563	0,048738728	0,022571915
2. Collared 18 2014	2014 Collared 18 S_2	yes	3	not call	-0,033982326	0,060088559	0,040326211	0,024162714	-0,036552267
2. Collared 18 2014	2014 Collared 18 S_2	yes	4	not call	-0,037569961	0,073679046	0,005132588	0,037764177	0,009018562
2. Collared 18 2014	2014 Collared 18 S_2	yes	5	not call	-0,031972465	-0,063027012	-0,001916553	-0,007944822	0,002481951
2. Collared 18 2014	2014 Collared 18 S_2	yes	6	not call	-0,026042731	0,197901867	-0,005376108	0,091246458	-0,055550981
2. Collared 18 2014	2014 Collared 18 S_2	yes	7	not call	-0,019587779	-0,300941161	0,013203011	0,040048869	0,027388021
2. Collared 18 2014	2014 Collared 18 S_2	yes	8	not call	0,069401162	0,074011892	-0,079367778	0,025470995	0,079452635
2. Collared 18 2014	2014 Collared 18 S_2	yes	9	not call	-0,080807347	-0,292623666	0,041532949	-0,005633489	0,048849354
2. Collared 18 2014	2014 Collared 18 S_2	yes	10	not call	-0,021499111	0,118024439	0,082881345	0,006744299	-0,049798391
2. Collared 18 2014	2014 Collared 18 S_2	yes	11	not call	-0,04283376	-0,047835998	-0,205505165	-0,197532705	-0,034875607
2. Collared 18 2014	2014 Collared 18 S_3	yes	1	call	-0,062727538	-0,049535278	-0,029317687	0,00205336	-0,014163663
2. Collared 18 2014	2014 Collared 18 S_3	yes	2	not call	-0,026751154	0,065343222	0,01773188	0,031312085	-0,00937122
2. Collared 18 2014	2014 Collared 18 S_3	yes	3	not call	-0,043421151	0,070891364	0,025376174	0,056060442	-0,001780501
2. Collared 18 2014	2014 Collared 18 S_3	yes	4	not call	-0,058321291	0,068215544	0,06550178	0,030287604	-0,057746479
2. Collared 18 2014	2014 Collared 18 S_3	yes	5	not call	-0,060230355	0,110824749	0,035102116	-0,004801317	-0,029251388
2. Collared 18 2014	2014 Collared 18 S_3	yes	6	not call	0,701742261	-0,192468898	0,047565513	0,001365304	-0,06469097
2. Collared 18 2014	2014 Collared 18 S_3	yes	7	not call	-0,068876818	-0,084637107	0,089354804	0,041817525	-0,060186784
2. Collared 18 2014	2014 Collared 18 S_3	yes	8	not call	0,085592533	0,07958001	-0,110349806	-0,010462119	0,029983748
2. Collared 18 2014	2014 Collared 18 S_3	yes	9	not call	-0,076787673	-0,311784241	-0,042718642	-0,01691105	-0,082923793
2. Collared 18 2014	2014 Collared 18 S_3	yes	10	not call	0,084612629	0,070594491	-0,09584058	-0,002622449	0,044530302
2. Collared 19 2014	2014 Collared 19 S_1	yes	1	call	-0,069088547	-0,053237556	0,055041295	0,034944508	0,00083903
2. Collared 19 2014	2014 Collared 19 S_1	yes	2	not call	-0,014424789	0,115833977	0,066276176	-0,017898001	-0,019900601
2. Collared 19 2014	2014 Collared 19 S_1	yes	3	not call	0,027305779	0,123434085	-0,164091898	-0,082515666	0,046702879
2. Collared 19 2014	2014 Collared 19 S_1	yes	4	not call	-0,044895993	0,042528277	-0,022791091	-0,056315609	-0,01458443
2. Collared 19 2014	2014 Collared 19 S_1	yes	5	not call	-0,012011622	0,122717719	0,083058191	0,001360396	-0,013483934
2. Collared 19 2014	2014 Collared 19 S_2	yes	1	call	-0,075432312	-0,052612129	0,041134691	0,021499666	0,004078153
2. Collared 19 2014	2014 Collared 19 S_2	yes	2	not call	-0,010037203	0,117028255	0,059882984	0,024215871	-0,074608001
2. Collared 19 2014	2014 Collared 19 S_2	yes	3	not call	0,047573631	0,19506621	-0,057612938	-0,042114164	0,13958798
2. Collared 19 2014	2014 Collared 19 S_2	yes	4	not call	-0,032532647	0,038716657	-0,02429792	-0,047584978	-0,004706974
2. Collared 19 2014	2014 Collared 19 S_2	yes	5	not call	-0,002679438	0,18888388	-0,111707326	-0,091728606	0,087381145
2. Collared 19 2014	2014 Collared 19 S_2	yes	6	not call	-0,045456978	0,042637546	-0,012495359	-0,043374031	-0,038446458
2. Collared 19 2014	2014 Collared 19 S_3	yes	1	call	-0,081335228	-0,067138001	0,029964532	-0,003835211	-0,004286752
2. Collared 19 2014	2014 Collared 19 S_3	yes	2	not call	-0,008229985	0,12016398	0,097517693	0,011518465	-0,023358851
2. Collared 19 2014	2014 Collared 19 S_3	yes	3	not call	0,035174482	0,169547025	-0,088345783	-0,084299113	0,152529991
2. Collared 19 2014	2014 Collared 19 S_3	yes	4	not call	-0,034386715	0,034678708	-0,034177422	-0,053570618	-0,039094895
2. Collared 19 2014	2014 Collared 19 S_3	yes	5	not call	-0,014566959	0,184445306	-0,159384671	-0,089673975	0,073069868
2. Collared 19 2014	2014 Collared 19 S_3	yes	6	not call	-0,046303993	0,051793587	0,015165473	-0,039803296	-0,020864925
2. Collared 19 2014	2014 Collared 19 S_3	yes	7	not call	-0,015928539	-0,060921449	-0,07191637	-0,087568873	-0,141909393
2. Collared 19 2014	2014 Collared 19 S_3	yes	8	not call	0,029854079	0,177523951	-0,05706338	0,050593204	0,034725195
2. Collared 19 2014	2014 Collared 19 S_3	yes	9	not call	-0,028962453	-0,182172996	-0,037566181	-0,010858403	0,073284025
2. Collared 19 2014	2014 Collared 19 S_3	yes	10	not call	0,015068757	0,132650364	-0,001148134	0,047204563	0,01904349
2. Collared 19 2014	2014 Collared 19 S_3	yes	11	not call	-0,050803745	-0,000443464	0,008713379	0,045158095	-0,009120986
2. Collared 19 2014	2014 Collared 19 S_4	no	1	not call	-0,039526149	0,038144554	0,034678406	-0,000320999	0,003111836
2. Collared 19 2014	2014 Collared 19 S_4	no	2	not call	-0,062954024	0,05290999	0,050656296	0,033204878	0,006253638
2. Collared 19 2014	2014 Collared 19 S_4	no	3	not call	-0,006476142	-0,088410633	-0,233442293	-0,020143157	0,011230779
2. Collared 19 2014	2014 Collared 19 S_4	no	4	not call	-0,060409069	0,156224581	-0,059824223	0,008258599	-0,02173941
2. Collared 19 2014	2014 Collared 19 S_4	no	5	not call	-0,033855673	-0,321265673	0,070290556	0,07261125	0,00976147
2. Collared 19 2014	2014 Collared 19 S_4	no	6	not call	-0,012714558	0,111312357	-0,059677214	-0,009725811	0,03380576
2. Collared 2 2014	2014 Collared 2_2	no	1	not call	-0,070147502	0,099456776	0,063816732	0,019088204	-0,056723748
2. Collared 2 2014	2014 Collared 2_2	no	2	not call	-0,02683519	0,020729886	0,072594007	0,060939764	-0,054940468
2. Collared 2 2014	2014 Collared 2_2	no	3	not call	-0,002226027	0,155176089	-0,035122365	0,021123832	0,052483366
2. Collared 2 2014	2014 Collared 2_2	no	4	not call	-0,014270169	-0,114325107	0,067912316	-0,03565131	0,027061187
2. Collared 2 2014	2014 Collared 2_2	no	5	not call	-0,021983722	0,11567069	-0,023168104	0,001093807	0,041915054
2. Collared 2 2014	2014 Collared 2_2	no	6	not call	-0,058964427	-0,224180111	0,043011571	0,033435822	0,053415595
2. Collared 2 2014	2014 Collared 2_2	no	7	not call	0,113740626	0,003931525	-0,240209298	0,033536972	0,079050622
2. Collared 2 2014	2014 Collared 2_2	no	8	not call	-0,030402315	0,119862742	0,071964733	0,010325124	-0,019360201
2. Collared 2 2014	2014 Collared 2_5	yes	1	call	-0,059902236	-0,032477678	0,015039822	0,057534191	0,05591488
2. Collared 2 2014	2014 Collared 2_5	yes	2	not call	-0,032188445	0,097900845	0,062388179	0,019567119	-0,006615619
2. Collared 2 2014	2014 Collared 2_5	yes	3	not call	-0,043548176	0,0920458	0,04209884	-0,020173184	-0,006724336
2. Collared 2 2014	2014 Collared 2_5	yes	4	not call	-0,01843082	-0,148821919	0,050934384	0,039543571	0,059655644
2. Collared 2 2014	2014 Collared 2_5	yes	5	not call	-0,056321584	-0,006218778	0,082574785	0,058413987	0,006420979
2. Collared 2 2014	2014 Collared 2_5	yes	6	not call	0,021270239	0,14674218	-0,069837163	0,015386359	0,090026082
2. Collared 2 2014	2014 Collared 2_5	yes	7	not call	-0,046268043	-0,149630193	0,056870926	0,046709391	0,037372143
2. Collared 20 2014	2014 Collared 20 S_1	no	1	not call	-0,040377177	0,060503691	0,034521925	-0,009962713	0,018310727
2. Collared 20 2014	2014 Collared 20 S_1	no	2	not call	-0,064120668	0,071438608	0,05587402	0,022553218	-0,009876898
2. Collared 20 2014	2014 Collared 20 S_1	no	3	not call	-0,042606812	0,200198613	0,080441175	0,038937652	0,019296212
2. Collared 20 2014	2014 Collared 20 S_1	no	4	not call	-0,096869049	0,025258203	0,060809825	-0,046656643	0,022751644
2. Collared 20 2014	2014 Collared 20 S_1	no	5	not call	0,007842885	0,153663393	-0,011117147	0,060784991	-0,003637159
2. Collared 20 2014	2014 Collared 20 S_1	no	6	not call	-0,061641827	-0,057125042	-0,000232045	0,026973183	0,028462789
2. Collared 20 2014	2014 Collared 20 S_2	no	1	not call	-0,042159062	0,058010107	-0,012278395	-0,01127664	-0,003443689
2. Collared 20 2014	2014 Collared 20 S_2	no	2	not call	-0,066601138	0,074072396	0,014503196	-0,004504251	-0,004077357
2. Collared 20 2014	2014 Collared 20 S_2	no	3	not call	-0,041792464	0,064999266	0,068720374	0,026163545	-0,008051
2. Collared 20 2014	2014 Collared 20 S_2	no	4	not call	0,02077982	0,118544567	-0,064214654	0,056599474	0,029051029
2. Collared 20 2014	2014 Collared 20 S_2	no	5	not call	-0,063246149	-0,018704049	0,042266468	0,033093457	-0,013303489
2. Collared 20 2014	2014 Collared 20 S_2	no	6	not call	-0,008739509	0,209880644	0,049496487	0,028793905	0,006674217
2. Collared 20 2014	2014 Collared 20 S_3	no	1	not call	-0,045233618	0,055900001	0,01927302	-0,029497707	0,022733284
2. Collared 20 2014	2014 Collared 20 S_3	no	2	not call	-0,055427087	0,072717769	0,060400865	0,040226559	0,001253118
2. Collared 20 2014	2014 Collared 20 S_3	no	3	not call	-0,062745846	0,195921406	0,083184845	0,03335619	0,002083153
2. Collared 20 2014	2014 Collared 20 S_3	no	4	not call	-0,086866183	0,026073017	0,051426442	-0,035854234	0,042572865
2. Collared 20 2014	2014 Collared 20 S_3	no	5	not call	0,044416404	0,026445136	0,001324171	0,009378849	0,081738613
2. Collared 20 2014	2014 Collared 20 S_3	no	6	not call	0,034597327	0,130932679	-0,078064554	0,034215695	0,076744607
2. Collared 20 2014	2014 Collared 20 S_3	no	7	not call	-0,019923975	-0,055921188	-0,095793686	0,031496456	0,020924981
2. Collared 20 2014	2014 Collared 20 S_3	no	8	not call	0,019211076	0,133959882	0,044498355	0,029552769	-0,043349425
2. Collared 20 2014	2014 Collared 20 S_3	no	9	not call	0,03268353	0,113805362	-0,085525541	0,016258177	0,081403956
2. Collared 20 2014	2014 Collared 20 S_4	no	1	not call	-0,047281668	0,061295836	0,010493515	0,004477684	0,014578867
2. Collared 20 2014	2014 Collared 20 S_4	no	2	not call	-0,05361476	0,077095317	0,013895349	0,008181006	-0,003947384
2. Collared 20 2014	2014 Collared 20 S_4	no	3	not call	-0,051681182	0,064623352	0,087248139	0,00373237	-0,044192416
2. Collared 20 2014	2014 Collared 20 S_4	no	4	not call	-0,070739566	0,031582351	-0,081825146	-0,132132167	0,022232768
2. Collared 20 2014	2014 Collared 20 S_4	no	5	not call	-0,03301013	0,159742562	0,056930893	-0,021787077	-0,026017688
2. Collared 20 2014	2014 Collared 20 S_4	no	6	not call	-0,08231754	0,012560731	-0,032016948	-0,060128439	0,018037744
2. Collared 20 2014	2014 Collared 20 S_4	no	7	not call	0,001215876	0,157427548	0,079274488	-0,021428987	-0,015117352
2. Collared 20 2014	2014 Collared 20 S_4	no	8	not call	-0,067231514	0,003987373	-0,034883744	-0,062620235	0,014740103
2. Collared 20 2014	2014 Collared 20 S_4	no	9	not call	-0,086583299	0,007883962	-0,020321498	-0,0467885	0,02592376
2. Collared 20 2014	2014 Collared 20 S_5	no	1	not call	-0,037938831	0,058133685	0,007376	-0,011225102	0,006424707
2. Collared 20 2014	2014 Collared 20 S_5	no	2	not call	-0,043028501	0,076511595	0,011565275	0,042706136	0,01834037
2. Collared 20 2014	2014 Collared 20 S_5	no	3	not call	-0,069955758	0,012008174	-0,037858746	-0,042654648	0,025275815
2. Collared 20 2014	2014 Collared 20 S_5	no	4	not call	-0,006557379	0,163568828	0,011687884	-0,051321138	0,011573543
2. Collared 20 2014	2014 Collared 20 S_5	no	5	not call	-0,091563553	0,02267509	-0,016189078	-0,04775307	0,03070969
2. Collared 3 2014	2014 Collared 3_1	no	1	not call	-0,069208547	0,09663947	0,055985215	0,003971997	-0,066903858
2. Collared 3 2014	2014 Collared 3_1	no	2	not call	-0,071119944	0,10676528	0,073172207	0,011767249	-0,065232334
2. Collared 3 2014	2014 Collared 3_1	no	3	not call	-0,027620397	0,024476799	0,049373765	0,085634457	-0,030863037
2. Collared 3 2014	2014 Collared 3_1	no	4	not call	0,001059503	0,160088859	-0,050668865	0,001626848	0,062945845
2. Collared 3 2014	2014 Collared 3_1	no	5	not call	-0,016356912	-0,095807413	0,051600332	-0,025715977	0,032169092
2. Collared 3 2014	2014 Collared 3_1	no	6	not call	-0,004708243	0,13108291	-0,052075138	-0,024465503	0,072465178
2. Collared 3 2014	2014 Collared 3_1	no	7	not call	-0,054320327	-0,20924736	0,050134917	0,032603902	0,05233531
2. Collared 3 2014	2014 Collared 3_1	no	8	not call	0,066654763	0,001000916	-0,200005671	0,018531477	0,102942426
2. Collared 3 2014	2014 Collared 3_4	no	1	not call	0,302936504	-0,217932562	-0,017735828	-0,092478216	0,139744819
2. Collared 3 2014	2014 Collared 3_4	no	2	not call	0,226180938	-0,196868054	-0,011697433	-0,117634463	0,116054633
2. Collared 3 2014	2014 Collared 3_4	no	3	not call	-0,061529171	0,006176343	0,06742408	0,047744357	-0,006712688
2. Collared 3 2014	2014 Collared 3_4	no	4	not call	0,006174215	0,140669596	-0,056656012	0,001815261	0,045142443
2. Collared 3 2014	2014 Collared 3_4	no	5	not call	0,048159606	-0,143782944	-0,080784408	0,117980599	-0,108165059
2. Collared 3 2014	2014 Collared 3_4	no	6	not call	0,015618789	0,137056991	-0,070455943	-0,010097645	0,052348904
2. Collared 3 2014	2014 Collared 3_5	no	1	not call	-0,016422863	-0,268831995	-0,003893062	-0,027289243	0,144244989
2. Collared 3 2014	2014 Collared 3_5	no	2	not call	-0,060249774	-0,003931372	0,062263678	0,040471256	-0,018407805
2. Collared 3 2014	2014 Collared 3_5	no	3	not call	0,016768812	0,145495916	-0,043300519	0,022977076	0,061773699
2. Collared 3 2014	2014 Collared 3_5	no	4	not call	-0,045210155	-0,144711355	0,036272384	0,047131633	0,066185664
2. Collared 3 2014	2014 Collared 3_5	no	5	not call	0,688483238	-0,025441507	0,094392068	0,004962701	-0,026293973
2. Collared 3 2014	2014 Collared 3_5	no	6	not call	-0,041923047	0,045471127	0,083478951	0,026539274	-0,030675439
2. Collared 3 2014	2014 Collared 3_5	no	7	not call	-0,042344843	-0,198064028	-0,015372162	-0,059445775	0,063885592
2. Collared 3 2014	2014 Collared 3_5	no	8	not call	-0,049299643	0,148452909	0,038044857	0,023337281	-0,009356757
2. Collared 3 2014	2014 Collared 3_5	no	9	not call	-0,123262513	-0,096193225	0,065246269	-0,097926841	0,009528414
2. Collared 3 2014	2014 Collared 3_6	no	1	not call	0,097393778	0,016541145	-0,119816413	0,035521498	0,127618712
2. Collared 3 2014	2014 Collared 3_6	no	2	not call	0,033576679	0,045215396	-0,050879403	-0,020969289	0,099404329
2. Collared 3 2014	2014 Collared 3_6	no	3	not call	-0,073971058	0,097328262	0,081312352	0,025435609	-0,074669504
2. Collared 3 2014	2014 Collared 3_6	no	4	not call	-0,019421778	0,017463629	0,046587982	0,060393797	-0,014733823
2. Collared 3 2014	2014 Collared 3_6	no	5	not call	-0,005257595	0,165313362	-0,044786172	0,015708737	0,035370903
2. Collared 3 2014	2014 Collared 3_6	no	6	not call	-0,015887716	-0,109175562	0,067472924	-0,030474903	0,02896204
2. Collared 3 2014	2014 Collared 3_6	no	7	not call	0,015067712	0,090587807	0,03919532	0,052318279	-0,040785247
2. Collared 3 2014	2014 Collared 3_6	no	8	not call	-0,051189946	-0,146761217	0,027489102	0,03916527	0,070929778
2. Collared 3 2014	2014 Collared 3_6	no	9	not call	0,630359309	-0,100551567	0,062904634	-0,024293232	-0,046093136
2. Collared 3 2014	2014 Collared 3_7	no	1	not call	-0,019047345	0,137302721	0,008369306	0,012466515	0,026358035
2. Collared 3 2014	2014 Collared 3_7	no	2	not call	-0,04297081	0,104045056	0,023040579	0,028902556	-0,036022578
2. Collared 3 2014	2014 Collared 3_7	no	3	not call	0,000245227	0,012243926	0,034716781	0,03940334	-0,025066751
2. Collared 3 2014	2014 Collared 3_7	no	4	not call	-0,006027277	0,169348497	0,007354405	0,017095925	0,014795518
2. Collared 3 2014	2014 Collared 3_7	no	5	not call	-0,012892208	-0,105040264	0,082524927	-0,019608722	0,023632127
2. Collared 3 2014	2014 Collared 3_7	no	6	not call	-0,033865995	0,122891088	-0,000676072	0,005448619	0,035838222
2. Collared 3 2014	2014 Collared 3_7	no	7	not call	-0,060218303	-0,216450521	0,069418022	0,055421897	0,032554882
2. Collared 3 2014	2014 Collared 3_7	no	8	not call	0,092909836	-0,003653252	-0,191704924	0,027945918	0,106546956
2. Collared 3 2014	2014 Collared 3_7	no	9	not call	-0,074206819	-0,222666991	0,086325345	0,022895286	0,060380468
2. Collared 3 2014	2014 Collared 3_7	no	10	not call	-0,038765796	0,115266215	0,028621674	-0,025208257	0,028897692
2. Collared 4 2014	2014 Collared 4_1	no	1	not call	-0,036633438	0,041244353	-0,094332121	0,014609061	-0,037231965
2. Collared 4 2014	2014 Collared 4_1	no	2	not call	-0,027554908	0,089206027	0,063413261	-0,037227682	-0,034420626
2. Collared 4 2014	2014 Collared 4_1	no	3	not call	-0,027687406	0,118764748	0,002599133	0,034108059	0,00465866
2. Collared 4 2014	2014 Collared 4_1	no	4	not call	0,294187574	-0,043673138	-0,320777116	0,069777009	-0,033239677
2. Collared 4 2014	2014 Collared 4_1	no	5	not call	-0,082607392	-0,029739347	0,088036556	-0,023557774	-0,013169066
2. Collared 4 2014	2014 Collared 4_1	no	6	not call	0,007575848	0,109946247	0,042982982	0,018078325	0,006642227
2. Collared 4 2014	2014 Collared 4_1	no	7	not call	-0,054598932	-0,12557717	0,072697156	0,04101962	0,001197014
2. Collared 4 2014	2014 Collared 4_2	no	1	not call	-0,038579287	0,043619572	-0,012382286	0,033266748	-0,011434794
2. Collared 4 2014	2014 Collared 4_2	no	2	not call	-0,018615657	0,062489172	-0,002865974	0,007061854	0,025100736
2. Collared 4 2014	2014 Collared 4_2	no	3	not call	-0,030432374	0,074333087	0,01383569	-0,023714197	0,005009763
2. Collared 4 2014	2014 Collared 4_3	yes	1	call	-0,069968954	0,006843843	0,078069696	0,021899508	-0,022591543
2. Collared 4 2014	2014 Collared 4_3	yes	2	not call	-0,090745618	0,140559595	-0,112960938	-0,034613706	0,071398343
2. Collared 4 2014	2014 Collared 4_3	yes	3	not call	-0,029038538	0,029063392	-0,063453677	0,081606171	-0,019036826
2. Collared 4 2014	2014 Collared 4_3	yes	4	not call	-0,028834371	-0,143497497	0,020774862	0,089890911	-0,033829137
2. Collared 4 2014	2014 Collared 4_3	yes	5	not call	-0,03674521	0,092365221	0,053220008	0,027982235	0,016784872
2. Collared 4 2014	2014 Collared 4_3	yes	6	not call	-0,081421188	-0,236543567	0,156013221	-0,007604962	0,046710916
2. Collared 4 2014	2014 Collared 4_4	no	1	not call	-0,037903737	0,042467964	-0,080800469	0,017326145	0,014597134
2. Collared 4 2014	2014 Collared 4_4	no	2	not call	-0,016611381	0,091802664	0,042923585	-0,022911291	-0,029543022
2. Collared 4 2014	2014 Collared 4_4	no	3	not call	-0,026899797	0,122205616	0,004460031	0,020969453	0,00237457
2. Collared 4 2014	2014 Collared 4_4	no	4	not call	-0,170870836	-0,212537088	-0,156819126	-0,083999554	-0,071989039
2. Collared 4 2014	2014 Collared 4_4	no	5	not call	0,474380621	0,000728244	-0,133817458	0,05312607	0,001615006
2. Collared 4 2014	2014 Collared 4_4	no	6	not call	-0,033832986	0,053004491	-0,112813381	-0,048701728	-0,001572548
2. Collared 4 2014	2014 Collared 4_4	no	7	not call	-0,056124878	-0,07748767	-0,009952147	-0,010780539	-0,041617395
2. Collared 4 2014	2014 Collared 4_4	no	8	not call	-0,019589567	0,045278789	0,025687711	0,071525735	-0,063751084
2. Collared 4 2014	2014 Collared 4_4	no	9	not call	-0,056734488	-0,191596037	-0,026212736	0,030595585	0,025043211
2. Collared 4 2014	2014 Collared 4_4	no	10	not call	0,095907647	0,110949073	-0,03136681	-0,032475956	0,091787713
2. Collared 4 2014	2014 Collared 4_5	no	1	not call	-0,023341485	0,04127384	0,002670784	0,014720629	-6,88E-06
2. Collared 4 2014	2014 Collared 4_5	no	2	not call	-0,054449816	0,020264788	0,048380358	0,031240451	-0,03943435
2. Collared 4 2014	2014 Collared 4_5	no	3	not call	-0,08854164	0,15823325	-0,108575306	-0,044966691	0,090573663
2. Collared 4 2014	2014 Collared 4_5	no	4	not call	-0,02524238	0,037621817	-0,031949414	0,08177539	-0,031830518
2. Collared 4 2014	2014 Collared 4_5	no	5	not call	-0,031476648	0,118788166	0,130253053	0,053650336	-0,091100844
2. Collared 4 2014	2014 Collared 4_5	no	6	not call	-0,152754707	-0,207242223	-0,136896057	-0,070183094	-0,039383676
2. Collared 4 2014	2014 Collared 4_5	no	7	not call	0,480037581	-0,03146488	-0,149445392	0,049087027	-0,005883364
2. Collared 4 2014	2014 Collared 4_5	no	8	not call	-0,005160178	0,021092172	-0,151802992	-0,07378261	-0,057802021
2. Collared 4 2014	2014 Collared 4_5	no	9	not call	-0,097763499	-0,053601268	-0,002202691	-0,04424201	0,049048354
2. Collared 4 2014	2014 Collared 4_5	no	10	not call	-0,120149476	-0,227957697	-0,12900659	-0,094979511	-0,050000386
2. Collared 4 2014	2014 Collared 4_6	yes	1	call	-0,071248671	0,012286349	0,080165346	0,023776992	-0,02892504
2. Collared 4 2014	2014 Collared 4_6	yes	2	not call	-0,062235405	0,163675562	-0,139822595	-0,033796429	0,066153044
2. Collared 4 2014	2014 Collared 4_6	yes	3	not call	-0,036685985	0,026004267	-0,046199807	0,076445062	-0,050318998
2. Collared 4 2014	2014 Collared 4_6	yes	4	not call	-0,03994459	-0,136902601	0,034943645	0,069161288	0,002364354
2. Collared 4 2014	2014 Collared 4_6	yes	5	not call	-0,024655822	0,096229089	0,034446783	0,030883612	0,033065364
2. Collared 4 2014	2014 Collared 4_6	yes	6	not call	-0,030188998	-0,094286473	0,002669139	0,071110388	-0,074281143
2. Collared 4 2014	2014 Collared 4_6	yes	7	not call	-0,003690579	0,022669372	-0,180007176	0,037971773	-0,071127425
2. Collared 4 2014	2014 Collared 4_6	yes	8	not call	-0,122296532	-0,209840795	-0,14652045	-0,107057993	-0,040055584
2. Collared 4 2014	2014 Collared 4_6	yes	9	not call	0,491482485	0,000798741	-0,121964934	0,063843126	-0,006972295
2. Collared 4 2014	2014 Collared 4_6	yes	10	not call	-0,031487151	0,038154027	-0,103167267	-0,056416274	-0,001222108
2. Collared 4 2014	2014 Collared 4_6	yes	11	not call	-0,083514555	-0,061916749	-0,018996582	-0,008860618	0,049346779
2. Collared 4 2014	2014 Collared 4_6	yes	12	not call	0,040790441	0,120360244	-0,040207426	-0,024318886	0,016902578
2. Collared 4 2014	2014 Collared 4_7	yes	1	call	-0,073856428	0,010128654	0,069845479	0,023200394	-0,010075493
2. Collared 4 2014	2014 Collared 4_7	yes	2	not call	-0,062349195	0,154650335	-0,095635397	-0,057862372	0,090630827
2. Collared 4 2014	2014 Collared 4_7	yes	3	not call	-0,063727461	0,032860464	-0,019942437	0,063179821	0,013560048
2. Collared 4 2014	2014 Collared 4_7	yes	4	not call	-0,026529505	-0,143551333	0,02212316	0,060387873	-0,024223578
2. Collared 4 2014	2014 Collared 4_7	yes	5	not call	-0,049701967	0,092154168	0,064593144	0,016837608	0,027614855
2. Collared 4 2014	2014 Collared 4_7	yes	6	not call	-0,142710926	-0,192673542	-0,153581308	-0,084013679	-0,062702119
2. Collared 4 2014	2014 Collared 4_7	yes	7	not call	0,467060575	-0,012491463	-0,161559246	0,086967299	-0,01686636
2. Collared 4 2014	2014 Collared 4_7	yes	8	not call	-0,057655054	0,051863209	-0,076722771	-0,0476587	0,017450673
2. Collared 4 2014	2014 Collared 4_7	yes	9	not call	-0,088511073	-0,060100998	9,00E-05	-0,028313442	0,033549498
2. Collared 4 2014	2014 Collared 4_7	yes	10	not call	0,010654108	0,166493835	0,009743422	-0,019271357	-0,003701539
2. Collared 4 2014	2014 Collared 4_7	yes	11	not call	-0,042333585	-0,271141019	-0,000834684	0,012825246	0,041906348
2. Collared 4 2014	2014 Collared 4_7	yes	12	not call	-0,0286927	-0,294540462	-0,010114508	0,004080207	0,107734497
2. Collared 4 2014	2014 Collared 4_8	yes	1	call	-0,072854433	-0,053202719	0,048488919	0,020802723	-0,03807039
2. Collared 4 2014	2014 Collared 4_8	yes	2	not call	-0,004355558	0,070203332	0,026136671	0,09788987	-0,054936277
2. Collared 4 2014	2014 Collared 4_8	yes	3	not call	-0,034322598	0,047852719	0,004036312	-0,08566792	-0,007000931
2. Collared 4 2014	2014 Collared 4_8	yes	4	not call	0,095610871	-0,263443401	0,020179515	0,115088942	-0,067500797
2. Collared 4 2014	2014 Collared 4_8	yes	5	not call	0,044355298	0,090426491	-0,033647108	0,000727036	0,032249985
